responseid,dv,contest,winner,sample,female_respondent,orig_cand_female,c_gender,replication,first_orig,c_experience,c_childern,c_occupation,c_age,c_spouse_occupation,r_PID
131685usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
147932usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
157508usa leg,NA,3,0,usa leg,1,1,Female,1,1,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
62usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
120usa voter,3,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
213usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
756usa voter,3,3,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
768usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1020usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1417usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1913usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1954usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1961usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1977usa voter,3,1,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
2150usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_0k4W9n1qxzxTMyhusa leg,3,2,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_1ZkGjMOiEQJVVMVusa leg,3,1,0,usa leg,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_3Je5lvehsNQrKbrusa leg,1,3,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_3PEgxMEFp0aigSxusa leg,1,2,1,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_5ARq8PSmkQnhHOlusa leg,1,1,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_5mXEfl17v11loqhusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_5yTEW3JpW2uDL0xusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_6EDPhWxIeWTRaJLusa leg,2,2,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_6g3DXA1OUgD2aEdusa leg,2,3,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_6gOoLNp7mKeaey1usa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_9MnNxrINWJG4ncxusa leg,2,2,0,usa leg,NA,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_9mk1WaSo1tCoy69usa leg,2,1,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
20494usa leg,NA,3,0,usa leg,1,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
26251usa leg,NA,2,0,usa leg,1,0,Male,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
142530usa leg,NA,3,1,usa leg,0,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
157508usa leg,NA,3,1,usa leg,1,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
124usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
522usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
578usa voter,2,3,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
666usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
783usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
831usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
863usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
966usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1373usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1525usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
2164usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_09772xDevndO9RHusa leg,3,3,0,usa leg,NA,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_1Lo7NK199BYJW7Pusa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_2aX7Yk0v46qIxfvusa leg,2,2,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_3IV1ak9CO7cIJeJusa leg,3,1,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_3KGSs997tWyC07zusa leg,2,1,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_5hFH64mvRO1hIeFusa leg,2,1,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_88J51Aqi7zXrCLjusa leg,1,1,1,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_8CCMIZgtSWn7NPLusa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_9Ep1VWzi7kNfEZ7usa leg,3,2,1,usa leg,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_beWDOLpHw6BFH7vusa leg,3,2,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_bg8bE6FEmBXHXBHusa leg,1,3,1,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_bxsigeSDsFlyda5usa leg,1,2,1,usa leg,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_d9WEXjXvucE4Gfrusa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_eG49jT8sJcl8mJTusa leg,3,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
91244usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
173531usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
97usa voter,1,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
536usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
579usa voter,3,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
933usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
945usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
999usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1077usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1095usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1429usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1438usa voter,1,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1441usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1488usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
2137usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_0ALNsHzzUT94jwFusa leg,2,3,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_3V2h92p4fJbUsMBusa leg,3,2,0,usa leg,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_6orJdY7KlhwMmGxusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_9mknSh8iewYL1mBusa leg,2,2,1,usa leg,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_dnDBb5qJN4qCZ2Busa leg,1,1,0,usa leg,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_eSgDUCF1M586snjusa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_eULRJMImWLtscTPusa leg,2,1,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
147469usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
713usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1092usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1191usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1429usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1514usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1603usa voter,1,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
1780usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
2172usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_0e6H9YC0w0O6Xe5usa leg,3,2,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_1GJENkxwC4uozeRusa leg,2,2,1,usa leg,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_2ib1BoXkJVmV02husa leg,2,2,0,usa leg,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_72nM4UuqvTnCwvzusa leg,3,2,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_73W82xb1eYqycBfusa leg,1,1,0,usa leg,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_7WjTmy4pYkuBWDPusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_8J5WzcPkxiW7czPusa leg,2,2,1,usa leg,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
R_bPySrnAOs7tzOjbusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
72636usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
129612usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
131685usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,democrat_respondent
12usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
32usa voter,2,2,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
48usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
686usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
791usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1735usa voter,1,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1778usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_1RJhOAnOv9wYph3usa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_4ZoG9PduIcWrr6tusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_6gOoLNp7mKeaey1usa leg,3,3,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_7QaQLtSuCJsOBUhusa leg,1,3,1,usa leg,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_9NAOZF7xfb15Qnrusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_a3Eds8NPyyyuHf7usa leg,1,1,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_bjdVGA0RznwlVzLusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_byMhpOch5uffOJvusa leg,1,2,0,usa leg,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_eh86j7SZ4xnBCx7usa leg,1,3,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
126usa voter,3,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
527usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
688usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
992usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1040usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1109usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1314usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1429usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1512usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1512usa voter,3,3,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1560usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1635usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1777usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
2286usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_1YNiJ9MyUraHPHDusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_1yNyD6KTi1lslUhusa leg,3,3,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_3WRRabg9OQy1rGlusa leg,2,3,0,usa leg,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_54I8T6v3fZr2Plzusa leg,1,2,1,usa leg,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_80UNBang1DoQJ9zusa leg,1,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_8oJSKR0oUn7MYKxusa leg,1,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_a9mIFrnLgkQwFutusa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_aWZ1NUjKSR3jvKJusa leg,1,2,0,usa leg,NA,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_abpIf7PmcUJny2Fusa leg,2,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_b7TgfFCP097es1Tusa leg,2,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_bBoWm6zPQMrca1fusa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_by0ACqoF67tlTFPusa leg,2,3,1,usa leg,NA,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_cI983jAVQZUVMNfusa leg,2,2,1,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_cSXzEwDfvOmN8lTusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_ehu1IoW6ofItq7Pusa leg,3,1,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
79741usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
142530usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
182usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
254usa voter,2,3,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
267usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
737usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
805usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
819usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
945usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
947usa voter,2,3,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
990usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1005usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1365usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1587usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1767usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1785usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1953usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_03dJBJTez75msOVusa leg,2,1,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_0wumLYXgJuvVX2Rusa leg,1,3,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_0xmikwcKVuIq2IBusa leg,3,3,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_1NyXJV6BpuNfINvusa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_1ZkGjMOiEQJVVMVusa leg,3,2,1,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_25oGYV0hGDo2x93usa leg,3,3,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_3eXkIEVNp34jmIZusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_57kAyQVP3CbKOQBusa leg,1,2,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_5iq3LC2l2Y4BHgxusa leg,1,2,1,usa leg,NA,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_5muhDBy3fg6i5cVusa leg,2,2,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_9M6fWHaEqBbYqBTusa leg,3,2,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_aWZ1NUjKSR3jvKJusa leg,1,3,1,usa leg,NA,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_bq1WYtt9Ql9SZr7usa leg,1,1,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
R_ctK8FGP8kgO7xshusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
32usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
74usa voter,2,1,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
594usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1098usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
1222usa voter,1,1,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,democrat_respondent
