contest_no,win,comp,policy_index,valence_index,Gender,Age,Race,Job,Political,Party,democrat,republican,resp_pid_7,resp_pid_3_text,resp_mturkid,same_party,mturk_clean
5,0,88,7,7,Male,35,Black,Business Executive,City Council Member,Democrat,1,0,2,Democrat,A100VV1V2XDQI7,0,22
1,0,60,5,2,Male,55,Black,Police Officer,Representative in Congress,Democrat,0,0,4,Independent,A101TTS7WAVXAV,0,23
1,1,80,10,7,Female,55,Hispanic,Small Business Owner,None,Independent,0,0,4,Independent,A101TTS7WAVXAV,0,23
2,1,75,8,4,Male,55,Asian,Educator,Representative in Congress,non-partisan,0,0,4,Independent,A101TTS7WAVXAV,1,23
2,0,70,7,4,Female,45,Black,Police Officer,State Legislator,non-partisan,0,0,4,Independent,A101TTS7WAVXAV,1,23
3,0,80,7,4,Male,35,Black,Small Business Owner,Mayor,Democrat,0,0,4,Independent,A101TTS7WAVXAV,1,23
3,1,80,7,4,Female,35,Hispanic,Small Business Owner,City Council Member,Democrat,0,0,4,Independent,A101TTS7WAVXAV,1,23
4,0,80,9,4,Female,35,Hispanic,Business Executive,Mayor,Independent,0,0,4,Independent,A101TTS7WAVXAV,1,23
4,1,80,10,4,Female,35,White,Business Executive,Representative in Congress,Independent,0,0,4,Independent,A101TTS7WAVXAV,1,23
5,0,70,10,6,Female,55,White,Small Business Owner,None,Republican,0,0,4,Independent,A101TTS7WAVXAV,0,23
5,1,80,10,6,Female,55,White,Small Business Owner,State Legislator,Independent,0,0,4,Independent,A101TTS7WAVXAV,0,23
1,1,75,9,6,Male,35,Asian,Educator,City Council Member,non-partisan,1,0,3,Democrat,A108JP72DVR3O6,1,24
1,0,75,9,6,Male,45,Black,Business Executive,Mayor,non-partisan,1,0,3,Democrat,A108JP72DVR3O6,1,24
2,1,81,9,6,Female,45,Black,Attorney,State Legislator,non-partisan,1,0,3,Democrat,A108JP72DVR3O6,1,24
2,0,71,9,5,Female,65,White,Educator,City Council Member,non-partisan,1,0,3,Democrat,A108JP72DVR3O6,1,24
3,1,80,9,6,Female,45,Hispanic,Police Officer,State Legislator,Independent,1,0,3,Democrat,A108JP72DVR3O6,0,24
3,0,76,9,6,Female,35,Black,Small Business Owner,City Council Member,Republican,1,0,3,Democrat,A108JP72DVR3O6,0,24
4,0,71,10,4,Male,35,White,Police Officer,State Legislator,Democrat,1,0,3,Democrat,A108JP72DVR3O6,1,24
4,1,81,8,4,Female,55,Black,Attorney,Representative in Congress,Democrat,1,0,3,Democrat,A108JP72DVR3O6,1,24
5,1,76,7,5,Female,45,Black,Attorney,Representative in Congress,Independent,1,0,3,Democrat,A108JP72DVR3O6,0,24
5,0,60,6,4,Male,65,Hispanic,Small Business Owner,City Council Member,Republican,1,0,3,Democrat,A108JP72DVR3O6,0,24
1,0,46,7,6,Male,35,Hispanic,Educator,None,non-partisan,0,0,4,Independent,A10GSGYUIMQCYO,1,25
1,1,82,6,6,Female,45,Hispanic,Small Business Owner,Mayor,non-partisan,0,0,4,Independent,A10GSGYUIMQCYO,1,25
2,1,86,9,5,Female,45,White,Attorney,Representative in Congress,Independent,0,0,4,Independent,A10GSGYUIMQCYO,0,25
2,0,84,8,6,Male,35,Asian,Educator,None,Democrat,0,0,4,Independent,A10GSGYUIMQCYO,0,25
3,1,94,9,6,Male,35,White,Attorney,City Council Member,Democrat,0,0,4,Independent,A10GSGYUIMQCYO,0,25
3,0,47,9,4,Male,45,Black,Educator,Representative in Congress,Republican,0,0,4,Independent,A10GSGYUIMQCYO,0,25
4,1,94,9,7,Female,65,Asian,Police Officer,Mayor,Republican,0,0,4,Independent,A10GSGYUIMQCYO,1,25
4,0,94,9,7,Female,65,Asian,Police Officer,City Council Member,Republican,0,0,4,Independent,A10GSGYUIMQCYO,1,25
5,1,88,8,5,Male,35,White,Business Executive,Representative in Congress,non-partisan,0,0,4,Independent,A10GSGYUIMQCYO,1,25
5,0,78,6,7,Male,45,White,Police Officer,State Legislator,non-partisan,0,0,4,Independent,A10GSGYUIMQCYO,1,25
1,0,71,8,7,Male,45,Black,Police Officer,None,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
1,1,50,8,5,Female,65,Hispanic,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
2,1,90,7,6,Male,55,Hispanic,Educator,Mayor,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
2,0,70,8,6,Female,65,Black,Attorney,City Council Member,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
3,0,71,8,7,Male,55,Black,Police Officer,City Council Member,Republican,0,1,5,Republican,A10HXZ8HIXSVJM,0,26
3,1,92,9,7,Male,35,Asian,Police Officer,Mayor,Independent,0,1,5,Republican,A10HXZ8HIXSVJM,0,26
4,0,71,8,6,Male,45,White,Business Executive,City Council Member,Independent,0,1,5,Republican,A10HXZ8HIXSVJM,0,26
4,1,100,8,7,Male,65,White,Police Officer,State Legislator,Democrat,0,1,5,Republican,A10HXZ8HIXSVJM,0,26
5,1,100,8,6,Male,65,White,Educator,Mayor,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
5,0,100,8,6,Female,55,Asian,Small Business Owner,Representative in Congress,non-partisan,0,1,5,Republican,A10HXZ8HIXSVJM,1,26
1,0,50,10,6,Female,65,Asian,Police Officer,State Legislator,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
1,1,65,8,5,Female,35,Black,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
2,0,75,9,6,Female,45,Asian,Attorney,City Council Member,Republican,1,0,1,Democrat,A10KHNXYI2YKVR,0,27
2,1,80,7,5,Female,45,Black,Business Executive,Mayor,Democrat,1,0,1,Democrat,A10KHNXYI2YKVR,0,27
3,1,70,8,5,Female,35,Asian,Educator,State Legislator,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
3,0,60,9,4,Male,35,Asian,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
4,0,50,8,5,Male,35,White,Educator,None,Independent,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
4,1,85,7,6,Female,65,Black,Small Business Owner,Mayor,Independent,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
5,1,80,9,7,Male,65,Asian,Police Officer,City Council Member,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
5,0,50,6,5,Male,35,White,Business Executive,None,non-partisan,1,0,1,Democrat,A10KHNXYI2YKVR,1,27
1,0,72,11,7,Male,45,Black,Attorney,City Council Member,Republican,0,0,4,Independent,A10KJ4686IZT0A,0,28
1,1,72,8,6,Female,45,Hispanic,Business Executive,State Legislator,Independent,0,0,4,Independent,A10KJ4686IZT0A,0,28
2,1,70,7,6,Male,55,Asian,Educator,Mayor,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
2,0,61,6,5,Male,35,Black,Attorney,None,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
3,1,76,8,5,Female,45,Hispanic,Attorney,Representative in Congress,Republican,0,0,4,Independent,A10KJ4686IZT0A,1,28
3,0,76,8,5,Female,35,White,Police Officer,City Council Member,Republican,0,0,4,Independent,A10KJ4686IZT0A,1,28
4,0,70,8,5,Female,45,Black,Police Officer,State Legislator,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
4,1,70,8,6,Female,65,Asian,Educator,City Council Member,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
5,1,80,7,6,Female,45,Black,Educator,Mayor,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
5,0,80,9,5,Male,45,Black,Attorney,None,non-partisan,0,0,4,Independent,A10KJ4686IZT0A,1,28
1,1,71,8,6,Male,35,Hispanic,Attorney,City Council Member,Democrat,1,0,1,Democrat,A10LVG8OSFYEX8,0,29
1,0,61,8,5,Male,55,Hispanic,Educator,None,Independent,1,0,1,Democrat,A10LVG8OSFYEX8,0,29
2,0,61,10,6,Female,35,Asian,Police Officer,State Legislator,Democrat,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
2,1,83,9,5,Male,35,Asian,Business Executive,City Council Member,Democrat,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
3,1,72,10,5,Male,45,Hispanic,Police Officer,State Legislator,Republican,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
3,0,60,10,4,Male,35,Black,Police Officer,State Legislator,Republican,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
4,0,81,8,5,Male,45,White,Educator,None,Independent,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
4,1,67,8,5,Female,45,Black,Small Business Owner,Mayor,Independent,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
5,0,71,8,5,Male,35,Black,Educator,State Legislator,non-partisan,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
5,1,89,8,6,Male,45,Hispanic,Educator,Mayor,non-partisan,1,0,1,Democrat,A10LVG8OSFYEX8,1,29
1,0,69,7,4,Female,55,Hispanic,Business Executive,None,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
1,1,44,7,4,Male,55,Black,Business Executive,City Council Member,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
2,1,85,8,4,Female,65,White,Attorney,City Council Member,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
2,0,30,9,4,Female,35,Asian,Police Officer,None,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
3,0,65,8,4,Male,65,Hispanic,Business Executive,Mayor,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
3,1,63,8,4,Male,45,Black,Business Executive,City Council Member,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
4,0,57,8,3,Female,35,Black,Police Officer,Mayor,Independent,0,0,4,Independent,A10NETRDC5VLFP,1,30
4,1,57,8,3,Male,45,Hispanic,Small Business Owner,None,Independent,0,0,4,Independent,A10NETRDC5VLFP,1,30
5,1,69,8,4,Female,65,Hispanic,Small Business Owner,Representative in Congress,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
5,0,54,8,4,Male,65,Black,Business Executive,State Legislator,non-partisan,0,0,4,Independent,A10NETRDC5VLFP,1,30
1,0,40,7,6,Female,65,Asian,Attorney,None,Republican,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
1,1,90,8,6,Male,55,White,Small Business Owner,State Legislator,Democrat,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
2,1,75,8,6,Male,45,Asian,Educator,None,non-partisan,1,0,2,Democrat,A10P6JHJ52BLZL,1,31
2,0,65,7,6,Female,35,Hispanic,Small Business Owner,State Legislator,non-partisan,1,0,2,Democrat,A10P6JHJ52BLZL,1,31
3,0,90,8,5,Female,55,White,Small Business Owner,None,non-partisan,1,0,2,Democrat,A10P6JHJ52BLZL,1,31
3,1,70,10,7,Male,35,Hispanic,Business Executive,State Legislator,non-partisan,1,0,2,Democrat,A10P6JHJ52BLZL,1,31
4,1,90,9,7,Male,35,Asian,Police Officer,State Legislator,Independent,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
4,0,85,8,6,Female,35,White,Attorney,City Council Member,Republican,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
5,1,90,9,7,Female,35,White,Police Officer,State Legislator,Democrat,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
5,0,85,8,6,Male,45,Hispanic,Police Officer,City Council Member,Republican,1,0,2,Democrat,A10P6JHJ52BLZL,0,31
1,1,95,10,4,Male,35,White,Business Executive,Representative in Congress,Republican,0,1,6,Republican,A10QZA83T80YA3,0,32
1,0,91,11,6,Female,45,Asian,Police Officer,State Legislator,Independent,0,1,6,Republican,A10QZA83T80YA3,0,32
2,0,94,6,5,Female,35,White,Educator,City Council Member,Democrat,0,1,6,Republican,A10QZA83T80YA3,0,32
2,1,87,10,6,Male,55,Black,Police Officer,None,Republican,0,1,6,Republican,A10QZA83T80YA3,0,32
3,0,90,8,4,Female,45,Black,Business Executive,Representative in Congress,Democrat,0,1,6,Republican,A10QZA83T80YA3,0,32
3,1,90,8,4,Female,35,Asian,Small Business Owner,Representative in Congress,Independent,0,1,6,Republican,A10QZA83T80YA3,0,32
4,0,64,6,4,Male,45,Asian,Small Business Owner,None,Democrat,0,1,6,Republican,A10QZA83T80YA3,1,32
4,1,92,6,4,Female,65,Black,Small Business Owner,Representative in Congress,Democrat,0,1,6,Republican,A10QZA83T80YA3,1,32
5,0,92,6,5,Female,35,Black,Educator,State Legislator,Democrat,0,1,6,Republican,A10QZA83T80YA3,0,32
5,1,79,8,5,Female,35,Hispanic,Small Business Owner,None,Independent,0,1,6,Republican,A10QZA83T80YA3,0,32
1,0,100,8,6,Male,55,White,Business Executive,Mayor,non-partisan,0,1,5,Republican,A10ROZSV86MB8B,1,33
1,1,100,8,7,Female,45,Black,Educator,State Legislator,non-partisan,0,1,5,Republican,A10ROZSV86MB8B,1,33
2,0,70,8,3,Female,35,Black,Attorney,None,Republican,0,1,5,Republican,A10ROZSV86MB8B,1,33
2,1,80,9,7,Female,35,Black,Police Officer,City Council Member,Republican,0,1,5,Republican,A10ROZSV86MB8B,1,33
3,1,100,10,7,Male,65,White,Small Business Owner,Mayor,Republican,0,1,5,Republican,A10ROZSV86MB8B,0,33
3,0,100,9,7,Male,45,Hispanic,Small Business Owner,Mayor,Democrat,0,1,5,Republican,A10ROZSV86MB8B,0,33
4,0,100,9,7,Female,65,White,Police Officer,City Council Member,non-partisan,0,1,5,Republican,A10ROZSV86MB8B,1,33
4,1,100,7,6,Female,45,White,Small Business Owner,State Legislator,non-partisan,0,1,5,Republican,A10ROZSV86MB8B,1,33
5,1,100,7,6,Female,55,White,Business Executive,State Legislator,Republican,0,1,5,Republican,A10ROZSV86MB8B,0,33
5,0,80,9,5,Female,55,Black,Small Business Owner,None,Independent,0,1,5,Republican,A10ROZSV86MB8B,0,33
1,0,90,7,5,Female,55,Black,Attorney,Mayor,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
1,1,90,7,4,Female,35,White,Educator,Mayor,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
2,0,88,8,6,Male,35,Hispanic,Small Business Owner,None,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
2,1,90,7,5,Male,65,Black,Educator,None,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
3,0,82,8,4,Male,35,Black,Small Business Owner,None,Independent,1,0,2,Democrat,A10WJS4IH2TA5A,0,34
3,1,92,9,6,Male,65,Black,Business Executive,City Council Member,Democrat,1,0,2,Democrat,A10WJS4IH2TA5A,0,34
4,1,92,7,5,Male,55,Hispanic,Small Business Owner,Representative in Congress,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
4,0,87,7,5,Male,65,Black,Attorney,City Council Member,non-partisan,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
5,1,86,8,5,Male,35,White,Business Executive,Representative in Congress,Independent,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
5,0,88,8,5,Female,65,Asian,Small Business Owner,City Council Member,Independent,1,0,2,Democrat,A10WJS4IH2TA5A,1,34
1,0,71,7,6,Male,55,Hispanic,Attorney,Representative in Congress,Democrat,0,1,6,Republican,A110EKN2EUFLUL,1,35
1,1,75,8,6,Male,55,White,Educator,State Legislator,Democrat,0,1,6,Republican,A110EKN2EUFLUL,1,35
2,0,71,7,5,Male,55,Asian,Police Officer,None,non-partisan,0,1,6,Republican,A110EKN2EUFLUL,1,35
2,1,95,8,6,Male,45,Asian,Attorney,City Council Member,non-partisan,0,1,6,Republican,A110EKN2EUFLUL,1,35
3,0,74,8,5,Male,35,Hispanic,Police Officer,Representative in Congress,non-partisan,0,1,6,Republican,A110EKN2EUFLUL,1,35
3,1,91,8,7,Female,35,Asian,Attorney,Mayor,non-partisan,0,1,6,Republican,A110EKN2EUFLUL,1,35
4,0,90,7,7,Female,55,Asian,Small Business Owner,Mayor,Democrat,0,1,6,Republican,A110EKN2EUFLUL,1,35
4,1,86,8,6,Male,45,Asian,Attorney,State Legislator,Democrat,0,1,6,Republican,A110EKN2EUFLUL,1,35
5,1,75,8,6,Male,55,Black,Educator,Representative in Congress,Republican,0,1,6,Republican,A110EKN2EUFLUL,1,35
5,0,75,8,6,Male,65,Asian,Attorney,State Legislator,Republican,0,1,6,Republican,A110EKN2EUFLUL,1,35
1,0,81,8,2,Female,45,White,Attorney,State Legislator,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
1,1,99,8,6,Female,35,Hispanic,Business Executive,Mayor,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
2,1,96,8,4,Male,55,Black,Attorney,Representative in Congress,Democrat,1,0,1,Democrat,A11KP7FK5KS9H1,0,36
2,0,83,8,4,Male,65,Black,Educator,State Legislator,Republican,1,0,1,Democrat,A11KP7FK5KS9H1,0,36
3,0,77,10,4,Female,35,Asian,Educator,City Council Member,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
3,1,95,6,6,Female,65,Hispanic,Small Business Owner,City Council Member,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
4,0,50,10,3,Female,45,Black,Police Officer,None,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
4,1,95,10,5,Female,35,Asian,Educator,Representative in Congress,non-partisan,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
5,0,81,8,6,Female,45,White,Attorney,Mayor,Independent,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
5,1,96,8,3,Male,45,Hispanic,Police Officer,State Legislator,Independent,1,0,1,Democrat,A11KP7FK5KS9H1,1,36
1,1,92,8,4,Female,55,White,Business Executive,Representative in Congress,non-partisan,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
1,0,71,8,5,Female,65,Black,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
2,0,82,7,4,Female,45,Black,Small Business Owner,Representative in Congress,Democrat,1,0,2,Democrat,A11NLHTFT9YWKH,0,37
2,1,60,8,5,Female,65,Asian,Business Executive,State Legislator,Republican,1,0,2,Democrat,A11NLHTFT9YWKH,0,37
3,1,83,8,4,Male,55,Asian,Business Executive,State Legislator,Independent,1,0,2,Democrat,A11NLHTFT9YWKH,0,37
3,0,70,8,4,Male,55,White,Business Executive,None,Democrat,1,0,2,Democrat,A11NLHTFT9YWKH,0,37
4,1,71,8,4,Male,55,Asian,Police Officer,Representative in Congress,Independent,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
4,0,62,8,4,Female,65,White,Attorney,None,Independent,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
5,1,81,7,5,Female,45,Black,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
5,0,71,8,4,Female,35,White,Business Executive,City Council Member,non-partisan,1,0,2,Democrat,A11NLHTFT9YWKH,1,37
1,0,70,9,5,Female,55,Hispanic,Business Executive,Mayor,Democrat,0,1,5,Republican,A12176C3392N51,0,38
1,1,80,9,5,Female,35,Asian,Small Business Owner,None,Independent,0,1,5,Republican,A12176C3392N51,0,38
2,1,75,10,5,Female,45,White,Small Business Owner,None,non-partisan,0,1,5,Republican,A12176C3392N51,1,38
2,0,75,10,5,Male,35,Asian,Small Business Owner,State Legislator,non-partisan,0,1,5,Republican,A12176C3392N51,1,38
3,0,70,8,4,Female,45,Hispanic,Small Business Owner,None,Democrat,0,1,5,Republican,A12176C3392N51,0,38
3,1,70,8,4,Female,55,Asian,Business Executive,Mayor,Independent,0,1,5,Republican,A12176C3392N51,0,38
4,1,85,8,6,Female,65,White,Police Officer,Mayor,Republican,0,1,5,Republican,A12176C3392N51,0,38
4,0,80,7,4,Female,35,Asian,Educator,State Legislator,Independent,0,1,5,Republican,A12176C3392N51,0,38
5,1,90,8,4,Female,45,Hispanic,Police Officer,City Council Member,non-partisan,0,1,5,Republican,A12176C3392N51,1,38
5,0,55,7,3,Male,65,Black,Attorney,None,non-partisan,0,1,5,Republican,A12176C3392N51,1,38
1,0,20,9,3,Female,35,White,Business Executive,None,non-partisan,0,1,5,Republican,A121AVWOTPPJ97,1,39
1,1,70,6,5,Male,45,Hispanic,Small Business Owner,State Legislator,non-partisan,0,1,5,Republican,A121AVWOTPPJ97,1,39
2,1,50,7,4,Male,65,Asian,Police Officer,Mayor,Independent,0,1,5,Republican,A121AVWOTPPJ97,0,39
2,0,50,8,5,Female,45,White,Small Business Owner,Mayor,Democrat,0,1,5,Republican,A121AVWOTPPJ97,0,39
3,1,60,10,5,Female,55,Hispanic,Small Business Owner,City Council Member,Independent,0,1,5,Republican,A121AVWOTPPJ97,1,39
3,0,50,11,5,Male,55,Black,Police Officer,City Council Member,Independent,0,1,5,Republican,A121AVWOTPPJ97,1,39
4,0,80,9,4,Female,55,White,Small Business Owner,Mayor,Republican,0,1,5,Republican,A121AVWOTPPJ97,0,39
4,1,70,8,6,Male,55,Hispanic,Educator,Mayor,Democrat,0,1,5,Republican,A121AVWOTPPJ97,0,39
5,0,50,7,3,Female,35,Hispanic,Attorney,State Legislator,Republican,0,1,5,Republican,A121AVWOTPPJ97,1,39
5,1,80,6,3,Female,65,Black,Educator,Mayor,Republican,0,1,5,Republican,A121AVWOTPPJ97,1,39
1,1,90,7,3,Male,65,Asian,Small Business Owner,None,Independent,1,0,1,Democrat,A122MZOQT9A8XL,0,40
1,0,80,8,7,Female,55,Hispanic,Police Officer,City Council Member,Republican,1,0,1,Democrat,A122MZOQT9A8XL,0,40
2,0,98,12,5,Male,35,White,Police Officer,Mayor,Republican,1,0,1,Democrat,A122MZOQT9A8XL,0,40
2,1,100,7,6,Female,65,Hispanic,Police Officer,None,Democrat,1,0,1,Democrat,A122MZOQT9A8XL,0,40
3,0,100,12,5,Female,65,White,Business Executive,City Council Member,non-partisan,1,0,1,Democrat,A122MZOQT9A8XL,1,40
3,1,100,8,5,Male,35,Hispanic,Police Officer,Representative in Congress,non-partisan,1,0,1,Democrat,A122MZOQT9A8XL,1,40
4,1,100,8,6,Female,45,Hispanic,Attorney,City Council Member,non-partisan,1,0,1,Democrat,A122MZOQT9A8XL,1,40
4,0,100,8,6,Female,55,Hispanic,Police Officer,Mayor,non-partisan,1,0,1,Democrat,A122MZOQT9A8XL,1,40
5,1,100,6,5,Male,45,Hispanic,Small Business Owner,None,Democrat,1,0,1,Democrat,A122MZOQT9A8XL,0,40
5,0,100,12,5,Male,35,Black,Police Officer,State Legislator,Republican,1,0,1,Democrat,A122MZOQT9A8XL,0,40
1,1,90,7,6,Female,45,Black,Educator,City Council Member,Democrat,1,0,1,Democrat,A126SU5UBQ3TFG,0,41
1,0,20,8,3,Male,45,Black,Police Officer,None,Republican,1,0,1,Democrat,A126SU5UBQ3TFG,0,41
2,0,50,8,5,Female,55,Hispanic,Educator,None,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
2,1,40,8,4,Female,55,Asian,Educator,None,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
3,1,80,8,5,Male,45,Asian,Small Business Owner,City Council Member,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
3,0,75,7,5,Male,35,Hispanic,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
4,1,80,8,5,Female,65,Hispanic,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
4,0,75,9,5,Female,65,Black,Business Executive,State Legislator,non-partisan,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
5,1,95,8,6,Male,55,Black,Educator,Mayor,Democrat,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
5,0,85,9,6,Male,55,Black,Business Executive,State Legislator,Democrat,1,0,1,Democrat,A126SU5UBQ3TFG,1,41
1,1,39,4,3,Female,65,Asian,Attorney,City Council Member,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
1,0,37,4,3,Female,45,White,Attorney,State Legislator,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
2,0,3,6,1,Female,45,Black,Police Officer,State Legislator,Democrat,0,0,4,Independent,A12FCLCVIM2CL3,0,42
2,1,26,8,2,Female,45,Hispanic,Small Business Owner,City Council Member,Republican,0,0,4,Independent,A12FCLCVIM2CL3,0,42
3,1,25,8,2,Female,65,Black,Educator,Mayor,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
3,0,24,7,2,Female,45,Black,Educator,State Legislator,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
4,0,7,8,2,Male,55,Black,Educator,Representative in Congress,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
4,1,7,7,2,Male,35,Black,Attorney,Representative in Congress,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
5,0,10,9,2,Female,65,Black,Small Business Owner,None,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
5,1,18,8,2,Male,55,Asian,Police Officer,Mayor,non-partisan,0,0,4,Independent,A12FCLCVIM2CL3,1,42
1,0,60,9,7,Male,55,White,Business Executive,None,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
1,1,80,6,4,Male,55,Asian,Police Officer,Representative in Congress,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
2,0,70,10,3,Male,55,Asian,Small Business Owner,Representative in Congress,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
2,1,80,6,7,Male,45,Asian,Educator,City Council Member,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
3,1,70,11,7,Female,35,White,Small Business Owner,Mayor,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
3,0,70,10,7,Female,45,Black,Small Business Owner,City Council Member,non-partisan,0,0,4,Independent,A12GJUCS7AJ4K,1,43
4,1,80,6,3,Female,55,Asian,Educator,Mayor,Independent,0,0,4,Independent,A12GJUCS7AJ4K,1,43
4,0,70,7,7,Female,65,Hispanic,Police Officer,Representative in Congress,Independent,0,0,4,Independent,A12GJUCS7AJ4K,1,43
5,1,80,6,6,Female,55,Black,Educator,State Legislator,Independent,0,0,4,Independent,A12GJUCS7AJ4K,0,43
5,0,50,9,4,Female,65,Asian,Attorney,None,Republican,0,0,4,Independent,A12GJUCS7AJ4K,0,43
